,time,TraceabilityCode,Defect
396,2023-01-16 11:46:35,1010123016103619,Pikos (marks/contamination)
397,2023-01-16 11:46:10,1010123016101555,Pofalowanie (waves)
398,2023-01-16 11:45:50,1010123016102047,Pofalowanie (waves)
399,2023-01-16 10:46:44,1010123016094317,Błąd materiału (meterial failure)
400,2023-01-16 10:46:35,1010123016094309,Błąd materiału (meterial failure)
401,2023-01-16 10:46:27,1010123016094300,Błąd materiału (meterial failure)
402,2023-01-16 10:46:17,1010123016094252,Błąd materiału (meterial failure)
403,2023-01-16 10:46:07,1010123016094241,Błąd materiału (meterial failure)
404,2023-01-16 10:46:03,1010123016094317,Błąd materiału (meterial failure)
405,2023-01-16 10:45:59,1010123016094233,Błąd materiału (meterial failure)
406,2023-01-16 10:31:46,1010223016092858,Błąd materiału (meterial failure)
407,2023-01-16 10:31:37,1010123016092829,Błąd materiału (meterial failure)
408,2023-01-16 10:31:27,1010123016092820,Błąd materiału (meterial failure)
409,2023-01-16 10:31:19,1010123016092811,Błąd materiału (meterial failure)
410,2023-01-16 10:21:28,1010123016085831,Przeciągnięcie (thinning)
411,2023-01-16 09:44:30,1010123016084221,Błąd materiału (meterial failure)
412,2023-01-16 09:44:19,1010123016084214,Błąd materiału (meterial failure)
413,2023-01-16 09:44:04,1010123016084207,Błąd materiału (meterial failure)
414,2023-01-16 08:53:38,1010123016075118,Błąd materiału (meterial failure)
415,2023-01-16 08:53:27,1010123016075132,Błąd materiału (meterial failure)
416,2023-01-16 06:39:56,1010123016053507,Deformacja (deformation)
417,2023-01-12 09:42:19,1010123012083406,Odciśnięte miejsce (marks)
418,2023-01-12 09:42:11,1010123012083357,Odciśnięte miejsce (marks)
419,2023-01-12 08:44:39,1010223012073936,Przeciągnięcie (thinning)
420,2023-01-12 08:44:34,1010223012073927,Przeciągnięcie (thinning)
421,2023-01-12 08:44:28,1010223012073918,Przeciągnięcie (thinning)
422,2023-01-11 23:05:43,1010223011220301,Deformacja (deformation)
423,2023-01-11 21:58:33,1010123011205405,Deformacja (deformation)
424,2023-01-11 20:01:56,1010223011185540,Pęknięcie (cracks)
425,2023-01-11 20:01:40,1010223011185550,Pęknięcie (cracks)
426,2023-01-11 20:01:30,1010223011185608,Pęknięcie (cracks)
427,2023-01-11 20:01:20,1010223011185628,Pęknięcie (cracks)
428,2023-01-11 16:09:09,1010123011150504,Deformacja (deformation)
429,2023-01-11 16:01:36,1010123011135710,Deformacja (deformation)
430,2023-01-11 16:01:25,1012723011145624,Deformacja (deformation)
431,2023-01-11 16:01:11,1010123011135702,Deformacja (deformation)
432,2023-01-11 15:46:31,1010123011135537,Deformacja (deformation)
433,2023-01-11 15:46:10,1010123011135528,Deformacja (deformation)
434,2023-01-11 15:45:45,1010123011135519,Deformacja (deformation)
435,2023-01-11 15:45:25,1012723011144348,Deformacja (deformation)
436,2023-01-11 15:07:18,1010123011135422,Deformacja (deformation)
437,2023-01-11 15:07:11,1010123011135438,Deformacja (deformation)
438,2023-01-11 15:05:53,1010123011135438,Deformacja (deformation)
439,2023-01-11 15:05:42,1010123011135430,Deformacja (deformation)
440,2023-01-11 15:05:38,1010123011135422,Deformacja (deformation)
441,2023-01-11 15:05:10,1010123011135438,Deformacja (deformation)
442,2023-01-11 07:41:49,1010223011063822,Przeciągnięcie (thinning)
443,2023-01-11 07:41:42,1010223011063813,Przeciągnięcie (thinning)
444,2023-01-11 07:41:32,1010223011063804,Przeciągnięcie (thinning)
445,2023-01-11 07:41:26,1010223011063756,Przeciągnięcie (thinning)
446,2023-01-11 07:41:11,1010223011063738,Przeciągnięcie (thinning)
447,2023-01-11 07:40:52,1010223011063711,Przeciągnięcie (thinning)
448,2023-01-11 07:40:35,1010223011063711,Przeciągnięcie (thinning)
449,2023-01-11 07:40:22,1010223011063653,Przeciągnięcie (thinning)
450,2023-01-11 07:40:12,1010223011063636,Przeciągnięcie (thinning)
451,2023-01-11 07:40:01,1010223011063627,Przeciągnięcie (thinning)
452,2023-01-11 07:39:53,1010223011063618,Przeciągnięcie (thinning)
453,2023-01-11 07:18:39,1010123011061606,Przeciągnięcie (thinning)
454,2023-01-11 07:18:11,1010123011061558,Przeciągnięcie (thinning)
455,2023-01-11 07:18:04,1010123011061550,Przeciągnięcie (thinning)
456,2023-01-11 07:17:58,1010123011061542,Przeciągnięcie (thinning)
457,2023-01-11 07:17:49,1010123011061527,Przeciągnięcie (thinning)
458,2023-01-11 07:17:42,1010123011061409,Przeciągnięcie (thinning)
459,2023-01-11 07:17:35,1010123011061358,Przeciągnięcie (thinning)
460,2023-01-11 07:17:20,1010123011061318,Pęknięcie (cracks)
461,2023-01-11 07:17:04,1010123011060817,Pęknięcie (cracks)
462,2023-01-11 07:16:56,1010123011060808,Pęknięcie (cracks)
463,2023-01-11 07:16:48,1010123011060750,Pęknięcie (cracks)
464,2023-01-11 07:13:32,1010123011060547,Pęknięcie (cracks)
465,2023-01-11 07:13:28,1010123011060538,Pęknięcie (cracks)
466,2023-01-11 07:13:23,1010123011060529,Pęknięcie (cracks)
467,2023-01-11 07:13:17,1010123011060521,Pęknięcie (cracks)
468,2023-01-11 07:13:11,1010123011060512,Pęknięcie (cracks)
469,2023-01-11 07:13:05,1010123011060503,Pęknięcie (cracks)
470,2023-01-11 07:12:59,1010123011060454,Pęknięcie (cracks)
471,2023-01-11 04:11:45,1010123011030630,Deformacja (deformation)
472,2023-01-10 13:06:45,1010223010115917,Odciśnięte miejsce (marks)
473,2023-01-10 13:06:37,1010223010115910,Odciśnięte miejsce (marks)
474,2023-01-10 13:06:30,1010223010115854,Odciśnięte miejsce (marks)
475,2023-01-10 12:57:29,1010223010115446,Deformacja (deformation)
476,2023-01-10 12:57:29,1010223010115446,Deformacja (deformation)
477,2023-01-10 12:47:01,1010223010114253,Deformacja (deformation)
478,2023-01-10 12:41:44,1010223010113808,Deformacja (deformation)
479,2023-01-10 07:47:10,1010223010064517,Odciśnięte miejsce (marks)
480,2023-01-10 07:46:58,1010223010064441,Odciśnięte miejsce (marks)
481,2023-01-10 07:46:45,1010223010064317,Odciśnięte miejsce (marks)
482,2023-01-10 07:46:34,1010223010064423,Odciśnięte miejsce (marks)
483,2023-01-10 07:46:24,1010223010063759,Odciśnięte miejsce (marks)
484,2023-01-10 02:56:21,1010123010015403,Odciśnięte miejsce (marks)
485,2023-01-10 02:36:07,1010123010013336,Deformacja (deformation)
486,2023-01-10 02:13:09,1010223010010335,Deformacja (deformation)
487,2023-01-10 02:13:09,1010223010010335,Deformacja (deformation)
488,2023-01-09 20:32:07,1010123009193016,Błąd materiału (meterial failure)
489,2023-01-09 15:24:45,1010123009142312,Błąd materiału (meterial failure)
490,2023-01-09 13:29:28,1010223009122602,Deformacja (deformation)
491,2023-01-09 13:29:19,1010223009122540,Deformacja (deformation)
492,2023-01-09 13:29:02,1010223009122530,Deformacja (deformation)
493,2023-01-09 13:28:54,1010223009122410,Deformacja (deformation)
494,2023-01-09 13:28:45,1010223009122347,Deformacja (deformation)
495,2023-01-09 10:22:28,1010123009081447,Pofalowanie (waves)
496,2023-01-05 12:08:39,1010123005103836,Deformacja (deformation)
497,2023-01-05 12:08:39,1010123005103836,Deformacja (deformation)
498,2023-01-05 12:04:50,1010123005103623,Deformacja (deformation)
499,2023-01-05 12:04:39,1010123005103638,Deformacja (deformation)
500,2023-01-05 09:57:04,1010223005085544,Deformacja (deformation)
501,2023-01-05 06:47:06,1010123005054349,Odciśnięte miejsce (marks)
502,2023-01-05 06:19:34,1010223005051730,Deformacja (deformation)
503,2023-01-04 13:27:14,1010123004122240,Deformacja (deformation)
504,2023-01-04 13:18:52,1010123004121633,Deformacja (deformation)
505,2023-01-04 12:32:07,1010223004113053,Deformacja (deformation)
506,2023-01-04 12:31:36,1010223004113011,Deformacja (deformation)
507,2023-01-04 12:31:17,1010123004112855,Deformacja (deformation)
508,2022-11-25 20:49:10,1010122329193929,Wgniot (dent)
509,2022-11-25 19:26:41,1010122329182421,Błąd materiału (meterial failure)
510,2022-11-25 19:08:33,1010122329180559,Odciśnięte miejsce (marks)
511,2022-11-25 19:08:19,1010122329180545,Odciśnięte miejsce (marks)
512,2022-11-25 19:08:07,1010122329180539,Odciśnięte miejsce (marks)
513,2022-11-25 19:08:00,1010222329180531,Odciśnięte miejsce (marks)
514,2022-11-25 17:59:24,1010122329165352,Pofalowanie (waves)
515,2022-11-25 17:59:19,1010122329165343,Pofalowanie (waves)
516,2022-11-25 17:59:14,1010122329165335,Pofalowanie (waves)
517,2022-11-25 17:59:08,1010122329165328,Pofalowanie (waves)
518,2022-11-25 17:59:02,1010122329165225,Pofalowanie (waves)
519,2022-11-25 17:58:55,1010122329165217,Pofalowanie (waves)
520,2022-11-25 17:55:43,1010122329165201,Pofalowanie (waves)
521,2022-11-25 17:55:35,1010122329165152,Pofalowanie (waves)
522,2022-11-25 17:55:28,1010122329165144,Pofalowanie (waves)
523,2022-11-25 17:48:49,1010222329164620,Błąd materiału (meterial failure)
524,2022-11-25 16:51:53,1010122329154822,Błąd materiału (meterial failure)
525,2022-11-23 21:29:43,1010122327202825,Błąd materiału (meterial failure)
526,2022-11-23 21:29:20,1010122327202745,Błąd materiału (meterial failure)
527,2022-11-23 21:28:53,1010122327202611,Błąd materiału (meterial failure)
528,2022-11-16 17:50:43,1010122320163927,Deformacja (deformation)
529,2022-11-16 17:50:43,1010122320163927,Deformacja (deformation)
530,2022-11-16 16:46:50,1010222320153804,Deformacja (deformation)
531,2022-11-16 16:46:50,1010222320153804,Deformacja (deformation)
532,2022-11-16 16:27:04,1010222320151419,Pikos (marks/contamination)
533,2022-11-16 16:27:04,1010222320151419,Pikos (marks/contamination)
534,2022-11-16 14:23:36,1010122320131007,Inne
535,2022-11-16 14:23:36,1010122320131007,Inne
536,2022-11-15 17:42:24,1010222319163727,Pikos (marks/contamination)
537,2022-11-15 17:42:14,1010222319163727,Pikos (marks/contamination)
538,2022-11-15 17:42:06,1010222319163717,Pikos (marks/contamination)
539,2022-11-15 17:41:58,1010222319163658,Pikos (marks/contamination)
540,2022-11-15 17:41:40,1010222319163649,Pikos (marks/contamination)
541,2022-11-15 17:41:31,1010222319163639,Pikos (marks/contamination)
542,2022-11-15 17:41:22,1010222319163630,Pikos (marks/contamination)
543,2022-11-15 17:41:14,1010222319163620,Pikos (marks/contamination)
544,2022-11-15 17:41:05,1010222319163529,Pikos (marks/contamination)
545,2022-11-15 17:40:55,1010222319163510,Pikos (marks/contamination)
546,2022-11-15 17:40:44,1010222319163510,Pikos (marks/contamination)
547,2022-11-15 17:40:15,1010222319163441,Pikos (marks/contamination)
548,2022-11-15 15:54:59,1010122319141031,Inne
549,2022-11-14 16:21:43,1010222318151709,Pikos (marks/contamination)
550,2022-11-14 16:21:30,1010222318151700,Pikos (marks/contamination)
551,2022-11-14 16:21:18,1010222318151651,Pikos (marks/contamination)
552,2022-11-14 15:22:56,1010122318141922,Odciśnięte miejsce (marks)
553,2022-11-14 15:11:43,1010122318135412,Odciśnięte miejsce (marks)
554,2022-11-14 15:06:25,1010122318135259,Inne
555,2022-11-14 15:04:29,1010122318135217,Odciśnięte miejsce (marks)
556,2022-11-14 14:23:08,1010222318125021,Inne
557,2022-11-14 14:22:31,1010222318125116,Inne
558,2022-11-14 14:16:15,1010222318125014,Inne
559,2022-11-14 12:11:58,1010222318110500,Błąd materiału (meterial failure)
